ticker,gvkey,fyear,comp_name,industry_id,industry_name,ceo_id,ceo_name,ceo_gender,ceo_age,ceo_tenure,ceo_total_compensation,profit,equity,comp_perf_roe,sales,assets,liabilities,mktval
HES,001380,2018,HESS CORP,30,Petroleum and Natural Gas,79,John B. Hess,MALE,64,23,12572.44,-282,9628,-0.029289572081429165,6323,21433,10545,11803.1175
HES,001380,2019,HESS CORP,30,Petroleum and Natural Gas,79,John B. Hess,MALE,65,24,12302.813,-408,8732,-0.0467246907924874,6495,21782,12076,20374.04355
HES,001380,2020,HESS CORP,30,Petroleum and Natural Gas,79,John B. Hess,MALE,66,25,11147.723,-3093,5366,-0.5764070070816251,4667,18821,12486,16205.4742
HES,001380,2021,HESS CORP,30,Petroleum and Natural Gas,79,John B. Hess,MALE,67,26,12408.198,559,6300,0.08873015873015873,7473,20515,13489,22930.42235
HES,001380,2022,HESS CORP,30,Petroleum and Natural Gas,79,John B. Hess,MALE,68,27,14042.178,2096,7855,0.2668364099299809,11324,21695,13199,43422.02214
HES,001380,2023,HESS CORP,30,Petroleum and Natural Gas,79,John B. Hess,MALE,69,28,16750.203,1382,8986,0.15379479189850878,10511,24007,14405,44279.897280000005
HES,001380,2024,HESS CORP,30,Petroleum and Natural Gas,79,John B. Hess,MALE,70,29,18036.267,2769,11216,0.24687945791726107,12896,26551,14548,41006.18493999999
ABM,001410,2015,ABM INDUSTRIES INC,34,Business Services,51946,Scott B. Salmirs,MALE,53,0,2131.686,76.3,1007.5,0.07573200992555831,4897.8,2149.8,1142.3,1593.4104
ABM,001410,2016,ABM INDUSTRIES INC,34,Business Services,51946,Scott B. Salmirs,MALE,54,1,3837.985,57.2,974,0.05872689938398357,5144.7,2281.2,1307.2,2172.80892
ABM,001410,2017,ABM INDUSTRIES INC,34,Business Services,51946,Scott B. Salmirs,MALE,55,2,4686.371,3.8,1375.7,0.002762230137384604,5453.6,3812.6,2436.9,2749.16091
ABM,001410,2018,ABM INDUSTRIES INC,34,Business Services,51946,Scott B. Salmirs,MALE,56,3,6022.643,97.8,1454.6,0.0672349786882992,6442.2,3627.5,2172.9,2029.623
ABM,001410,2019,ABM INDUSTRIES INC,34,Business Services,51946,Scott B. Salmirs,MALE,57,4,6330.265,127.4,1542,0.08261997405966277,6498.6,3692.6,2150.6,2427.17866
ABM,001410,2020,ABM INDUSTRIES INC,34,Business Services,51946,Scott B. Salmirs,MALE,58,5,9967.02,0.3,1500.3,1.999600079984003e-4,5987.6,3776.9,2276.6,2317.49056
ABM,001410,2021,ABM INDUSTRIES INC,34,Business Services,51946,Scott B. Salmirs,MALE,59,6,7556.634,126.3,1609.2,0.0784862043251305,6228.6,4436.2,2827,2961.96102
ABM,001410,2022,ABM INDUSTRIES INC,34,Business Services,51946,Scott B. Salmirs,MALE,60,7,8336.757,230.4,1717.2,0.13417190775681342,7806.6,4868.9,3151.7,2919.3218799999995
ABM,001410,2023,ABM INDUSTRIES INC,34,Business Services,51946,Scott B. Salmirs,MALE,61,8,2503.375,251.3,1799.9,0.13961886771487306,8096.4,4933.7,3133.8,2472.4009800000003
ABM,001410,2024,ABM INDUSTRIES INC,34,Business Services,51946,Scott B. Salmirs,MALE,62,9,8686.98,81.4,1781.9,0.04568157584600707,8359.4,5097.2,3315.3,3300.1728200000002
AVD,001585,2015,AMERICAN VANGUARD CORP,14,Chemicals,38031,Eric G. Wintemute,MALE,59,21,807.92,6.591,268.395,0.024557089364555973,289.382,443.539,175.213,408.92388
AVD,001585,2016,AMERICAN VANGUARD CORP,14,Chemicals,38031,Eric G. Wintemute,MALE,60,22,1664.166,12.788,282.19,0.04531698501009958,312.113,429.956,147.599,562.41635
AVD,001585,2017,AMERICAN VANGUARD CORP,14,Chemicals,38031,Eric G. Wintemute,MALE,61,23,2245.256,20.274,305.06,0.06645905723464236,355.047,535.592,230.278,585.39315
AVD,001585,2018,AMERICAN VANGUARD CORP,14,Chemicals,38031,Eric G. Wintemute,MALE,62,24,2296.114,24.195,329.23,0.07348965768611608,454.272,593.587,264.357,453.4215
AVD,001585,2019,AMERICAN VANGUARD CORP,14,Chemicals,38031,Eric G. Wintemute,MALE,63,25,1954.942,13.601,344.156,0.039519868896663146,468.186,670.098,325.942,587.46831
AVD,001585,2020,AMERICAN VANGUARD CORP,14,Chemicals,38031,Eric G. Wintemute,MALE,64,26,2181.538,15.242,360.736,0.042252505987758364,458.704,680.293,319.557,478.96272
AVD,001585,2021,AMERICAN VANGUARD CORP,14,Chemicals,38031,Eric G. Wintemute,MALE,65,27,2463.689,18.587,372.738,0.049866125804184175,556.872,694.16,321.422,506.23793
AVD,001585,2022,AMERICAN VANGUARD CORP,14,Chemicals,38031,Eric G. Wintemute,MALE,66,28,2852.874,27.404,369.979,0.07406906878498509,609.615,726.313,356.334,638.62136
AVD,001585,2023,AMERICAN VANGUARD CORP,14,Chemicals,38031,Eric G. Wintemute,MALE,67,29,2509.773,7.519,370.01,0.020321072403448555,579.371,767.548,397.538,315.51914000000005
AVD,001585,2024,AMERICAN VANGUARD CORP,14,Chemicals,44072,"Timothy J. Donnelly, Esq.",MALE,64,0,858.937,-126.34,233.11,-0.5419758912101583,559.709,636.721,403.611,133.70977
AME,001598,2015,AMETEK INC,37,Measuring and Control Equipment,2666,Frank S. Hermance,MALE,66,16,6952.536,590.859,3254.626,0.18154436177920288,3974.295,6664.53,3409.904,12621.24885
AME,001598,2016,AMETEK INC,37,Measuring and Control Equipment,27232,David A. Zapico,MALE,51,0,4427.336,512.158,3256.513,0.157271904027406,3840.087,7100.674,3844.161,11147.8194
AME,001598,2017,AMETEK INC,37,Measuring and Control Equipment,27232,David A. Zapico,MALE,52,1,7574.487,681.47,4027.633,0.16919863353984835,4300.17,7796.064,3768.431,16754.62918
AME,001598,2018,AMETEK INC,37,Measuring and Control Equipment,27232,David A. Zapico,MALE,53,2,8762.155,777.933,4241.922,0.18339163237796455,4845.872,8662.288,4420.366,15375.4147
AME,001598,2019,AMETEK INC,37,Measuring and Control Equipment,27232,David A. Zapico,MALE,54,3,9841.038,861.297,5115.492,0.168370315113385,5158.557,9844.559,4729.067,22848.738419999998
AME,001598,2020,AMETEK INC,37,Measuring and Control Equipment,27232,David A. Zapico,MALE,55,4,8179.08,872.439,5949.346,0.1466445219356884,4540.029,10357.483,4408.137,27878.96786
AME,001598,2021,AMETEK INC,37,Measuring and Control Equipment,27232,David A. Zapico,MALE,56,5,12769.368,990.053,6871.884,0.14407300821725164,5546.514,11898.187,5026.303,34063.58048
AME,001598,2022,AMETEK INC,37,Measuring and Control Equipment,27232,David A. Zapico,MALE,57,6,13119.641,1159.542,7476.512,0.15509130460835213,6150.53,12431.12,4954.608,32142.72572
AME,001598,2023,AMETEK INC,37,Measuring and Control Equipment,27232,David A. Zapico,MALE,58,7,9189.973,1313.188,8730.191,0.1504191603597218,6596.95,15023.533,6293.342,38078.047699999996
AME,001598,2024,AMETEK INC,37,Measuring and Control Equipment,27232,David A. Zapico,MALE,59,8,14412.933,1376.124,9655.304,0.14252518615674867,6941.18,14631.169,4975.865,41585.80174
AMGN,001602,2015,AMGEN INC,13,Pharmaceutical Products,34806,Robert A. Bradway,MALE,52,3,16097.714,6939,28083,0.247088986219421,21662,71576,43493,122396.82
AMGN,001602,2016,AMGEN INC,13,Pharmaceutical Products,34806,Robert A. Bradway,MALE,53,4,16850.001,7722,29875,0.25847698744769876,22991,77626,47751,107932.22200000001
AMGN,001602,2017,AMGEN INC,13,Pharmaceutical Products,34806,Robert A. Bradway,MALE,54,5,16899.789,1979,25241,0.07840418366942672,22849,79954,54713,125590.58000000002
AMGN,001602,2018,AMGEN INC,13,Pharmaceutical Products,34806,Robert A. Bradway,MALE,55,6,18555.266,8394,12500,0.67152,23747,66416,53916,122564.232
AMGN,001602,2019,AMGEN INC,13,Pharmaceutical Products,34806,Robert A. Bradway,MALE,56,7,19612.793,7842,9673,0.81071022433578,23362,59707,50034,142568.79799999998
AMGN,001602,2020,AMGEN INC,13,Pharmaceutical Products,34806,Robert A. Bradway,MALE,57,8,20131.408,7264,9409,0.7720267828674673,25424,62948,53539,132962.73599999998
AMGN,001602,2021,AMGEN INC,13,Pharmaceutical Products,34806,Robert A. Bradway,MALE,58,9,21721.154,5893,6700,0.8795522388059701,25979,61165,54465,125600.75099999999
AMGN,001602,2022,AMGEN INC,13,Pharmaceutical Products,34806,Robert A. Bradway,MALE,59,10,21399.733,6552,3661,1.7896749521988529,26323,65121,61460,140249.75999999998
AMGN,001602,2023,AMGEN INC,13,Pharmaceutical Products,34806,Robert A. Bradway,MALE,60,11,22643.65,6717,6232,1.077824133504493,28190,97154,90922,154205.908
AMGN,001602,2024,AMGEN INC,13,Pharmaceutical Products,34806,Robert A. Bradway,MALE,61,12,24428.495,4090,5877,0.6959332993023651,33424,91839,85962,139937.61599999998
ADI,001632,2015,ANALOG DEVICES INC,36,Electronic Equipment,33925,Vincent T. Roche,MALE,55,2,7814.186,696.878,5072.959,0.1373711082624559,3435.092,7062.178,1989.219,18761.10732
ADI,001632,2016,ANALOG DEVICES INC,36,Electronic Equipment,33925,Vincent T. Roche,MALE,56,3,7150.024,861.664,5165.618,0.1668075339678621,3421.409,7970.278,2804.66,19753.761099999996
ADI,001632,2017,ANALOG DEVICES INC,36,Electronic Equipment,33925,Vincent T. Roche,MALE,57,4,10511.761,727.259,10161.54,0.07156976206362421,5107.503,21141.294,10979.754,33656.4668
ADI,001632,2018,ANALOG DEVICES INC,36,Electronic Equipment,33925,Vincent T. Roche,MALE,58,5,11007.691,1495.432,10988.54,0.13609014482360712,6200.942,20449.779,9461.239,30986.0936
ADI,001632,2019,ANALOG DEVICES INC,36,Electronic Equipment,33925,Vincent T. Roche,MALE,59,6,11948.434,1363.011,11709.188,0.11640525372041169,5991.065,21392.641,9683.453,39272.04226
